measure,quantile,area,sex,age,geography,ethnic,value
qx,97.50%,13 Canterbury region,Female,70-74 years,Regional council,Total,0.06742
qx,97.50%,13 Canterbury region,Female,75-79 years,Regional council,Total,0.12551
qx,97.50%,13 Canterbury region,Female,80-84 years,Regional council,Total,0.22602
qx,97.50%,13 Canterbury region,Female,85-89 years,Regional council,Total,0.39976
qx,97.50%,13 Canterbury region,Female,90 years and over,Regional council,Total,1
qx,97.50%,13 Canterbury region,Male,0 years,Regional council,Total,0.00499
qx,97.50%,13 Canterbury region,Male,1-4 years,Regional council,Total,0.00113
qx,97.50%,13 Canterbury region,Male,5-9 years,Regional council,Total,7.00E-04
qx,97.50%,13 Canterbury region,Male,10-14 years,Regional council,Total,0.00104
qx,97.50%,13 Canterbury region,Male,15-19 years,Regional council,Total,0.00304
qx,97.50%,13 Canterbury region,Male,20-24 years,Regional council,Total,0.0048
qx,97.50%,13 Canterbury region,Male,25-29 years,Regional council,Total,0.00486
qx,97.50%,13 Canterbury region,Male,30-34 years,Regional council,Total,0.00534
qx,97.50%,13 Canterbury region,Male,35-39 years,Regional council,Total,0.00637
qx,97.50%,13 Canterbury region,Male,40-44 years,Regional council,Total,0.00867
qx,97.50%,13 Canterbury region,Male,45-49 years,Regional council,Total,0.01179
qx,97.50%,13 Canterbury region,Male,50-54 years,Regional council,Total,0.01716
qx,97.50%,13 Canterbury region,Male,55-59 years,Regional council,Total,0.02827
qx,97.50%,13 Canterbury region,Male,60-64 years,Regional council,Total,0.04185
qx,97.50%,13 Canterbury region,Male,65-69 years,Regional council,Total,0.06072
qx,97.50%,13 Canterbury region,Male,70-74 years,Regional council,Total,0.10646
qx,97.50%,13 Canterbury region,Male,75-79 years,Regional council,Total,0.17327
qx,97.50%,13 Canterbury region,Male,80-84 years,Regional council,Total,0.29119
qx,97.50%,13 Canterbury region,Male,85-89 years,Regional council,Total,0.50173
qx,97.50%,13 Canterbury region,Male,90 years and over,Regional council,Total,1
qx,2.50%,14 Otago region,Female,0 years,Regional council,Total,0.00323
qx,2.50%,14 Otago region,Female,1-4 years,Regional council,Total,5.40E-04
qx,2.50%,14 Otago region,Female,5-9 years,Regional council,Total,3.10E-04
qx,2.50%,14 Otago region,Female,10-14 years,Regional council,Total,4.40E-04
qx,2.50%,14 Otago region,Female,15-19 years,Regional council,Total,0.00111
qx,2.50%,14 Otago region,Female,20-24 years,Regional council,Total,0.00144
qx,2.50%,14 Otago region,Female,25-29 years,Regional council,Total,0.00144
qx,2.50%,14 Otago region,Female,30-34 years,Regional council,Total,0.00196
qx,2.50%,14 Otago region,Female,35-39 years,Regional council,Total,0.00255
qx,2.50%,14 Otago region,Female,40-44 years,Regional council,Total,0.00354
qx,2.50%,14 Otago region,Female,45-49 years,Regional council,Total,0.00594
qx,2.50%,14 Otago region,Female,50-54 years,Regional council,Total,0.00936
qx,2.50%,14 Otago region,Female,55-59 years,Regional council,Total,0.01444
qx,2.50%,14 Otago region,Female,60-64 years,Regional council,Total,0.02091
qx,2.50%,14 Otago region,Female,65-69 years,Regional council,Total,0.03493
qx,2.50%,14 Otago region,Female,70-74 years,Regional council,Total,0.05148
qx,2.50%,14 Otago region,Female,75-79 years,Regional council,Total,0.1018
qx,2.50%,14 Otago region,Female,80-84 years,Regional council,Total,0.19764
qx,2.50%,14 Otago region,Female,85-89 years,Regional council,Total,0.34514
qx,2.50%,14 Otago region,Female,90 years and over,Regional council,Total,1
qx,2.50%,14 Otago region,Male,0 years,Regional council,Total,0.00352
qx,2.50%,14 Otago region,Male,1-4 years,Regional council,Total,6.70E-04
qx,2.50%,14 Otago region,Male,5-9 years,Regional council,Total,3.90E-04
qx,2.50%,14 Otago region,Male,10-14 years,Regional council,Total,6.10E-04
qx,2.50%,14 Otago region,Male,15-19 years,Regional council,Total,0.00204
qx,2.50%,14 Otago region,Male,20-24 years,Regional council,Total,0.00306
qx,2.50%,14 Otago region,Male,25-29 years,Regional council,Total,0.00319
qx,2.50%,14 Otago region,Male,30-34 years,Regional council,Total,0.00372
qx,2.50%,14 Otago region,Male,35-39 years,Regional council,Total,0.00428
qx,2.50%,14 Otago region,Male,40-44 years,Regional council,Total,0.00575
qx,2.50%,14 Otago region,Male,45-49 years,Regional council,Total,0.00886
qx,2.50%,14 Otago region,Male,50-54 years,Regional council,Total,0.01513
qx,2.50%,14 Otago region,Male,55-59 years,Regional council,Total,0.02043
qx,2.50%,14 Otago region,Male,60-64 years,Regional council,Total,0.0348
qx,2.50%,14 Otago region,Male,65-69 years,Regional council,Total,0.04889
qx,2.50%,14 Otago region,Male,70-74 years,Regional council,Total,0.07485
qx,2.50%,14 Otago region,Male,75-79 years,Regional council,Total,0.15482
qx,2.50%,14 Otago region,Male,80-84 years,Regional council,Total,0.25251
qx,2.50%,14 Otago region,Male,85-89 years,Regional council,Total,0.43302
qx,2.50%,14 Otago region,Male,90 years and over,Regional council,Total,1
qx,50%,14 Otago region,Female,0 years,Regional council,Total,0.00392
qx,50%,14 Otago region,Female,1-4 years,Regional council,Total,7.10E-04
qx,50%,14 Otago region,Female,5-9 years,Regional council,Total,4.10E-04
qx,50%,14 Otago region,Female,10-14 years,Regional council,Total,5.70E-04
qx,50%,14 Otago region,Female,15-19 years,Regional council,Total,0.00138
qx,50%,14 Otago region,Female,20-24 years,Regional council,Total,0.00179
qx,50%,14 Otago region,Female,25-29 years,Regional council,Total,0.00177
qx,50%,14 Otago region,Female,30-34 years,Regional council,Total,0.00239
qx,50%,14 Otago region,Female,35-39 years,Regional council,Total,0.00311
qx,50%,14 Otago region,Female,40-44 years,Regional council,Total,0.00425
qx,50%,14 Otago region,Female,45-49 years,Regional council,Total,0.00705
qx,50%,14 Otago region,Female,50-54 years,Regional council,Total,0.01095
qx,50%,14 Otago region,Female,55-59 years,Regional council,Total,0.01666
qx,50%,14 Otago region,Female,60-64 years,Regional council,Total,0.0239
qx,50%,14 Otago region,Female,65-69 years,Regional council,Total,0.03937
qx,50%,14 Otago region,Female,70-74 years,Regional council,Total,0.05757
qx,50%,14 Otago region,Female,75-79 years,Regional council,Total,0.11205
qx,50%,14 Otago region,Female,80-84 years,Regional council,Total,0.2141
qx,50%,14 Otago region,Female,85-89 years,Regional council,Total,0.36968
qx,50%,14 Otago region,Female,90 years and over,Regional council,Total,1
qx,50%,14 Otago region,Male,0 years,Regional council,Total,0.00428
qx,50%,14 Otago region,Male,1-4 years,Regional council,Total,8.60E-04
qx,50%,14 Otago region,Male,5-9 years,Regional council,Total,5.20E-04
qx,50%,14 Otago region,Male,10-14 years,Regional council,Total,7.90E-04
qx,50%,14 Otago region,Male,15-19 years,Regional council,Total,0.00251
qx,50%,14 Otago region,Male,20-24 years,Regional council,Total,0.00367
qx,50%,14 Otago region,Male,25-29 years,Regional council,Total,0.00381
qx,50%,14 Otago region,Male,30-34 years,Regional council,Total,0.00448
qx,50%,14 Otago region,Male,35-39 years,Regional council,Total,0.00516
qx,50%,14 Otago region,Male,40-44 years,Regional council,Total,0.00687
qx,50%,14 Otago region,Male,45-49 years,Regional council,Total,0.01027
qx,50%,14 Otago region,Male,50-54 years,Regional council,Total,0.01751
qx,50%,14 Otago region,Male,55-59 years,Regional council,Total,0.02342
qx,50%,14 Otago region,Male,60-64 years,Regional council,Total,0.03902
qx,50%,14 Otago region,Male,65-69 years,Regional council,Total,0.05451
qx,50%,14 Otago region,Male,70-74 years,Regional council,Total,0.08244
qx,50%,14 Otago region,Male,75-79 years,Regional council,Total,0.16797
qx,50%,14 Otago region,Male,80-84 years,Regional council,Total,0.27242
qx,50%,14 Otago region,Male,85-89 years,Regional council,Total,0.46293
qx,50%,14 Otago region,Male,90 years and over,Regional council,Total,1
qx,97.50%,14 Otago region,Female,0 years,Regional council,Total,0.00472
qx,97.50%,14 Otago region,Female,1-4 years,Regional council,Total,9.10E-04
qx,97.50%,14 Otago region,Female,5-9 years,Regional council,Total,5.50E-04
qx,97.50%,14 Otago region,Female,10-14 years,Regional council,Total,7.50E-04
qx,97.50%,14 Otago region,Female,15-19 years,Regional council,Total,0.00171
qx,97.50%,14 Otago region,Female,20-24 years,Regional council,Total,0.00221
qx,97.50%,14 Otago region,Female,25-29 years,Regional council,Total,0.00217
qx,97.50%,14 Otago region,Female,30-34 years,Regional council,Total,0.00291
qx,97.50%,14 Otago region,Female,35-39 years,Regional council,Total,0.00377
qx,97.50%,14 Otago region,Female,40-44 years,Regional council,Total,0.00509
qx,97.50%,14 Otago region,Female,45-49 years,Regional council,Total,0.00828
qx,97.50%,14 Otago region,Female,50-54 years,Regional council,Total,0.01276
qx,97.50%,14 Otago region,Female,55-59 years,Regional council,Total,0.01911
qx,97.50%,14 Otago region,Female,60-64 years,Regional council,Total,0.02729
qx,97.50%,14 Otago region,Female,65-69 years,Regional council,Total,0.04406
qx,97.50%,14 Otago region,Female,70-74 years,Regional council,Total,0.0642
qx,97.50%,14 Otago region,Female,75-79 years,Regional council,Total,0.12325
qx,97.50%,14 Otago region,Female,80-84 years,Regional council,Total,0.23132
qx,97.50%,14 Otago region,Female,85-89 years,Regional council,Total,0.3941
qx,97.50%,14 Otago region,Female,90 years and over,Regional council,Total,1
qx,97.50%,14 Otago region,Male,0 years,Regional council,Total,0.00512
qx,97.50%,14 Otago region,Male,1-4 years,Regional council,Total,0.0011
qx,97.50%,14 Otago region,Male,5-9 years,Regional council,Total,6.80E-04
qx,97.50%,14 Otago region,Male,10-14 years,Regional council,Total,0.00101
qx,97.50%,14 Otago region,Male,15-19 years,Regional council,Total,0.00305
qx,97.50%,14 Otago region,Male,20-24 years,Regional council,Total,0.00437
qx,97.50%,14 Otago region,Male,25-29 years,Regional council,Total,0.00454
qx,97.50%,14 Otago region,Male,30-34 years,Regional council,Total,0.00534
qx,97.50%,14 Otago region,Male,35-39 years,Regional council,Total,0.00617
qx,97.50%,14 Otago region,Male,40-44 years,Regional council,Total,0.00819
qx,97.50%,14 Otago region,Male,45-49 years,Regional council,Total,0.01206
qx,97.50%,14 Otago region,Male,50-54 years,Regional council,Total,0.0202
qx,97.50%,14 Otago region,Male,55-59 years,Regional council,Total,0.02681
qx,97.50%,14 Otago region,Male,60-64 years,Regional council,Total,0.04356
qx,97.50%,14 Otago region,Male,65-69 years,Regional council,Total,0.06066
qx,97.50%,14 Otago region,Male,70-74 years,Regional council,Total,0.0905
qx,97.50%,14 Otago region,Male,75-79 years,Regional council,Total,0.18317
qx,97.50%,14 Otago region,Male,80-84 years,Regional council,Total,0.29356
qx,97.50%,14 Otago region,Male,85-89 years,Regional council,Total,0.49383
qx,97.50%,14 Otago region,Male,90 years and over,Regional council,Total,1
qx,2.50%,15 Southland region,Female,0 years,Regional council,Total,0.00362
qx,2.50%,15 Southland region,Female,1-4 years,Regional council,Total,6.30E-04
qx,2.50%,15 Southland region,Female,5-9 years,Regional council,Total,3.50E-04
qx,2.50%,15 Southland region,Female,10-14 years,Regional council,Total,5.00E-04
qx,2.50%,15 Southland region,Female,15-19 years,Regional council,Total,0.00128
qx,2.50%,15 Southland region,Female,20-24 years,Regional council,Total,0.00168
qx,2.50%,15 Southland region,Female,25-29 years,Regional council,Total,0.00163
qx,2.50%,15 Southland region,Female,30-34 years,Regional council,Total,0.00214
qx,2.50%,15 Southland region,Female,35-39 years,Regional council,Total,0.00284
qx,2.50%,15 Southland region,Female,40-44 years,Regional council,Total,0.00416
qx,2.50%,15 Southland region,Female,45-49 years,Regional council,Total,0.00678
qx,2.50%,15 Southland region,Female,50-54 years,Regional council,Total,0.011
qx,2.50%,15 Southland region,Female,55-59 years,Regional council,Total,0.01573
qx,2.50%,15 Southland region,Female,60-64 years,Regional council,Total,0.02493
qx,2.50%,15 Southland region,Female,65-69 years,Regional council,Total,0.03865
qx,2.50%,15 Southland region,Female,70-74 years,Regional council,Total,0.06402
qx,2.50%,15 Southland region,Female,75-79 years,Regional council,Total,0.12134
qx,2.50%,15 Southland region,Female,80-84 years,Regional council,Total,0.19709
qx,2.50%,15 Southland region,Female,85-89 years,Regional council,Total,0.37477
qx,2.50%,15 Southland region,Female,90 years and over,Regional council,Total,1
qx,2.50%,15 Southland region,Male,0 years,Regional council,Total,0.00394
qx,2.50%,15 Southland region,Male,1-4 years,Regional council,Total,7.70E-04
qx,2.50%,15 Southland region,Male,5-9 years,Regional council,Total,4.60E-04
qx,2.50%,15 Southland region,Male,10-14 years,Regional council,Total,7.10E-04
qx,2.50%,15 Southland region,Male,15-19 years,Regional council,Total,0.00245
qx,2.50%,15 Southland region,Male,20-24 years,Regional council,Total,0.00372
qx,2.50%,15 Southland region,Male,25-29 years,Regional council,Total,0.00378
qx,2.50%,15 Southland region,Male,30-34 years,Regional council,Total,0.00416
qx,2.50%,15 Southland region,Male,35-39 years,Regional council,Total,0.00509
qx,2.50%,15 Southland region,Male,40-44 years,Regional council,Total,0.00658
qx,2.50%,15 Southland region,Male,45-49 years,Regional council,Total,0.00978
qx,2.50%,15 Southland region,Male,50-54 years,Regional council,Total,0.01513
qx,2.50%,15 Southland region,Male,55-59 years,Regional council,Total,0.02478
qx,2.50%,15 Southland region,Male,60-64 years,Regional council,Total,0.03766
qx,2.50%,15 Southland region,Male,65-69 years,Regional council,Total,0.05816
qx,2.50%,15 Southland region,Male,70-74 years,Regional council,Total,0.09403
qx,2.50%,15 Southland region,Male,75-79 years,Regional council,Total,0.17283
qx,2.50%,15 Southland region,Male,80-84 years,Regional council,Total,0.26724
qx,2.50%,15 Southland region,Male,85-89 years,Regional council,Total,0.44835
qx,2.50%,15 Southland region,Male,90 years and over,Regional council,Total,1
qx,50%,15 Southland region,Female,0 years,Regional council,Total,0.00447
qx,50%,15 Southland region,Female,1-4 years,Regional council,Total,8.30E-04
qx,50%,15 Southland region,Female,5-9 years,Regional council,Total,4.80E-04
qx,50%,15 Southland region,Female,10-14 years,Regional council,Total,6.50E-04
qx,50%,15 Southland region,Female,15-19 years,Regional council,Total,0.0016
qx,50%,15 Southland region,Female,20-24 years,Regional council,Total,0.00211
qx,50%,15 Southland region,Female,25-29 years,Regional council,Total,0.00203
qx,50%,15 Southland region,Female,30-34 years,Regional council,Total,0.00265
qx,50%,15 Southland region,Female,35-39 years,Regional council,Total,0.00348
qx,50%,15 Southland region,Female,40-44 years,Regional council,Total,0.00504
qx,50%,15 Southland region,Female,45-49 years,Regional council,Total,0.00819
qx,50%,15 Southland region,Female,50-54 years,Regional council,Total,0.01306
qx,50%,15 Southland region,Female,55-59 years,Regional council,Total,0.01849
qx,50%,15 Southland region,Female,60-64 years,Regional council,Total,0.02904
qx,50%,15 Southland region,Female,65-69 years,Regional council,Total,0.04478
qx,50%,15 Southland region,Female,70-74 years,Regional council,Total,0.07306
qx,50%,15 Southland region,Female,75-79 years,Regional council,Total,0.13673
qx,50%,15 Southland region,Female,80-84 years,Regional council,Total,0.21881
qx,50%,15 Southland region,Female,85-89 years,Regional council,Total,0.40783
qx,50%,15 Southland region,Female,90 years and over,Regional council,Total,1
qx,50%,15 Southland region,Male,0 years,Regional council,Total,0.00482
qx,50%,15 Southland region,Male,1-4 years,Regional council,Total,0.001
qx,50%,15 Southland region,Male,5-9 years,Regional council,Total,6.00E-04
qx,50%,15 Southland region,Male,10-14 years,Regional council,Total,9.20E-04
qx,50%,15 Southland region,Male,15-19 years,Regional council,Total,0.00302
qx,50%,15 Southland region,Male,20-24 years,Regional council,Total,0.00453
qx,50%,15 Southland region,Male,25-29 years,Regional council,Total,0.00459
qx,50%,15 Southland region,Male,30-34 years,Regional council,Total,0.00501
qx,50%,15 Southland region,Male,35-39 years,Regional council,Total,0.00615
qx,50%,15 Southland region,Male,40-44 years,Regional council,Total,0.00786
qx,50%,15 Southland region,Male,45-49 years,Regional council,Total,0.01161
